smiles zinc_id ortholog_name gene_name affinity chembldocid title reference.pubmed_id reference.doi reference.chembl_id
O=C(O)CC[C@H](NC(=O)c1ccc(NCc2ccc3ncnc(O)c3c2)cc1)C(=O)O ZINC000013650833 DYR_RAT DHFR 7.97 10043 None 2704030 None CHEMBL1124447
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1 ZINC000013652160 DYR_RAT DHFR 5.52 21537 None 15743188 None CHEMBL1145190
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1 ZINC000013652160 DYR_RAT DHFR 5.52 14349 None 9089339 None CHEMBL1129990
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1 ZINC000013652160 DYR_RAT DHFR 5.52 21537 None 15743188 None CHEMBL1145190
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1 ZINC000013652160 DYR_RAT DHFR 5.52 49628 None 20117005 None CHEMBL1156926
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2ccccc12 ZINC000013652161 DYR_RAT DHFR 5.09 14349 None 9089339 None CHEMBL1129990
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2ccccc12 ZINC000013652161 DYR_RAT DHFR 5.09 21537 None 15743188 None CHEMBL1145190
CN(Cc1c[nH]c2nc(N)nc(N)c12)c1cccc2ccccc12 ZINC000013652161 DYR_RAT DHFR 5.09 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1 ZINC000013652163 DYR_RAT DHFR 5.28 49628 None 20117005 None CHEMBL1156926
Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1 ZINC000013652163 DYR_RAT DHFR 5.28 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1 ZINC000013652163 DYR_RAT DHFR 5.28 14349 None 9089339 None CHEMBL1129990
Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1 ZINC000013652163 DYR_RAT DHFR 5.28 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1 ZINC000013652163 DYR_RAT DHFR 5.28 49628 None 20117005 None CHEMBL1156926
Nc1nc(N)c2c(CSc3cccc4ccccc34)c[nH]c2n1 ZINC000013652164 DYR_RAT DHFR 5.52 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(CSc3cccc4ccccc34)c[nH]c2n1 ZINC000013652164 DYR_RAT DHFR 5.52 14349 None 9089339 None CHEMBL1129990
Nc1nc(N)c2c(CSc3cccc4ccccc34)c[nH]c2n1 ZINC000013652164 DYR_RAT DHFR 5.52 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(CCc3ccccc3)cccc2n1 ZINC000013740535 DYR_RAT DHFR 6.29 13250 None 7877140 None CHEMBL1128249
COc1ccc(OC)c(CCc2cccc3nc(N)nc(N)c23)c1 ZINC000013740538 DYR_RAT DHFR 5.39 13250 None 7877140 None CHEMBL1128249
COc1cc(CCc2cccc3nc(N)nc(N)c23)cc(OC)c1OC ZINC000013740542 DYR_RAT DHFR 5.43 13250 None 7877140 None CHEMBL1128249
COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC ZINC000013760960 DYR_RAT DHFR 5.13 21537 None 15743188 None CHEMBL1145190
COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC ZINC000013760960 DYR_RAT DHFR 5.13 14275 None 9046337 None CHEMBL1129937
COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC ZINC000013760960 DYR_RAT DHFR 5.13 21537 None 15743188 None CHEMBL1145190
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(N=[N+]=[N-])c1 ZINC000013762607 DYR_RAT DHFR 6.48 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N2CCC(O)CC2)c1 ZINC000013762633 DYR_RAT DHFR 5.14 13977 None 9191966 None CHEMBL1130062
COc1c(Cl)c(-n2ccc3c4c(N)nc(N)nc4nc(=O)c-3c2)c(Cl)c(OC)c1OC ZINC000013762710 DYR_RAT DHFR 6.3 13982 None 9191971 None CHEMBL1130385
COc1cc(N2CC[C@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762712 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
COc1cc(N2CC[C@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762712 DYR_RAT DHFR 6.8 13982 None 9191971 None CHEMBL1130385
COc1cc(N2CC[C@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762712 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
COc1cc(N2CC[C@@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762713 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
COc1cc(N2CC[C@@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762713 DYR_RAT DHFR 6.8 13982 None 9191971 None CHEMBL1130385
COc1cc(N2CC[C@@H]3c4c(N)nc(N)nc4NC[C@H]3C2)cc(OC)c1OC ZINC000013762713 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1 ZINC000013765339 DYR_RAT DHFR 8 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1 ZINC000013765339 DYR_RAT DHFR 7.6 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)O)cc2)c([N+](=O)[O-])c1 ZINC000013765341 DYR_RAT DHFR 8.54 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccc(C(=O)O)cc2)c([N+](=O)[O-])c1 ZINC000013765343 DYR_RAT DHFR 8.42 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(S(N)(=O)=O)cc2)c([N+](=O)[O-])c1 ZINC000013765346 DYR_RAT DHFR 8.51 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccc(C3=NC(C)(C)CO3)cc2)c([N+](=O)[O-])c1 ZINC000013765349 DYR_RAT DHFR 7.82 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C3OCCO3)cc2)c([N+](=O)[O-])c1 ZINC000013765352 DYR_RAT DHFR 7.8 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(N)=O)cc2)c([N+](=O)[O-])c1 ZINC000013765354 DYR_RAT DHFR 8.12 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)NC)cc2)c([N+](=O)[O-])c1 ZINC000013765357 DYR_RAT DHFR 8.22 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)N(C)C)cc2)c([N+](=O)[O-])c1 ZINC000013765360 DYR_RAT DHFR 8.05 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)N3CCCCC3)cc2)c([N+](=O)[O-])c1 ZINC000013765363 DYR_RAT DHFR 6.57 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccc(C(=O)OC)cc2)c([N+](=O)[O-])c1 ZINC000013765365 DYR_RAT DHFR 10.85 14097 None 9301666 None CHEMBL1130351
Nc1nc(N)c2nc(Nc3ccc4ccccc4c3)ccc2n1 ZINC000013781975 DYR_RAT DHFR 5.7 14696 None 9804692 None CHEMBL1131172
CN(c1ccc2ccccc2c1)c1ccc2nc(N)nc(N)c2n1 ZINC000013781976 DYR_RAT DHFR 8 14696 None 9804692 None CHEMBL1131172
CN(c1ccc2nc(N)nc(N)c2n1)c1cccc2ccccc12 ZINC000013781977 DYR_RAT DHFR 5.48 14696 None 9804692 None CHEMBL1131172
CCN(Cc1ccc2nc[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1 ZINC000013820649 DYR_RAT DHFR 7.24 10043 None 2704030 None CHEMBL1124447
CCC(=O)OCCN(Cc1ccccc1)/N=N/c1cc(-c2c(N)nc(N)nc2CC)ccc1Cl ZINC000013863485 DYR_RAT DHFR 5.48 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(=O)C(C)C)Cc2ccccc2)c1 ZINC000013863487 DYR_RAT DHFR 5.43 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(OC)cc2)c1 ZINC000013863489 DYR_RAT DHFR 5.68 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(OC)c(OC)c2)c1 ZINC000013863491 DYR_RAT DHFR 6.41 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cc(OC)cc(OC)c2)c1 ZINC000013863493 DYR_RAT DHFR 6.07 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(F)c2)c1 ZINC000013863497 DYR_RAT DHFR 5.41 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(F)cc2)c1 ZINC000013863499 DYR_RAT DHFR 5.42 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccccc2Cl)c1 ZINC000013863501 DYR_RAT DHFR 5.08 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(Cl)c2)c1 ZINC000013863503 DYR_RAT DHFR 5.89 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(Cl)cc2)c1 ZINC000013863505 DYR_RAT DHFR 5.74 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(C)c2)c1 ZINC000013863509 DYR_RAT DHFR 5.24 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(C)cc2)c1 ZINC000013863511 DYR_RAT DHFR 5.41 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc([N+](=O)[O-])c2)c1 ZINC000013863513 DYR_RAT DHFR 5.79 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc([N+](=O)[O-])cc2)c1 ZINC000013863515 DYR_RAT DHFR 5.48 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc3ccccc23)c1 ZINC000013863517 DYR_RAT DHFR 6.55 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc3ccccc3c2)c1 ZINC000013863519 DYR_RAT DHFR 6.21 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccncc2)c1 ZINC000013863521 DYR_RAT DHFR 5.21 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCCO)Cc2ccccc2)c1 ZINC000013863523 DYR_RAT DHFR 5.13 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)CCc2ccccc2)c1 ZINC000013863525 DYR_RAT DHFR 5.33 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)[C@H](C)c2ccccc2)c1 ZINC000013863527 DYR_RAT DHFR 5.19 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)[C@@H](C)c2ccccc2)c1 ZINC000013863529 DYR_RAT DHFR 5.19 16043 None 11472209 None CHEMBL1134547
CCc1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12 ZINC000014967447 DYR_RAT DHFR 5.25 43976 None 18605720 None CHEMBL1155823
Cc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12 ZINC000014967466 DYR_RAT DHFR 5.09 49628 None 20117005 None CHEMBL1156926
CCc1nc(N)nc(N)c1-c1ccc(N(C)C)c(N=[N+]=[N-])c1 ZINC000016942585 DYR_RAT DHFR 5.8 9941 None 2810335 None CHEMBL1124368
Nc1nc(N)c2cc(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000017106148 DYR_RAT DHFR 8.14 8495 None 3968685 None CHEMBL1123126
Nc1nc(N)c2cc(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000017106148 DYR_RAT DHFR 7.59 82753 None 850245 None CHEMBL3244206
CCOC(=O)CC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)OCC ZINC000017106157 DYR_RAT DHFR 6.28 82753 None 850245 None CHEMBL3244206
CCOC(=O)CC[C@H](NC(=O)c1ccc(N(C)Cc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)OCC ZINC000017106160 DYR_RAT DHFR 6 82753 None 850245 None CHEMBL3244206
Nc1nc(N)c2cc(CN(C=O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000017106162 DYR_RAT DHFR 8.31 8495 None 3968685 None CHEMBL1123126
CCc1nc(N)nc(N)c1-c1ccc(N2CCOCC2)c(N=[N+]=[N-])c1 ZINC000017142913 DYR_RAT DHFR 5.03 9941 None 2810335 None CHEMBL1124368
Nc1nc(N)c2cc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000017174553 DYR_RAT DHFR 8.32 8495 None 3968685 None CHEMBL1123126
CN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1 ZINC000017423997 DYR_RAT DHFR 8.28 8495 None 3968685 None CHEMBL1123126
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)CC2OCCO2)c1 ZINC000017921063 DYR_RAT DHFR 6.3 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)Cc2ccccc2)c1 ZINC000017994031 DYR_RAT DHFR 5.74 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N2CCc3ccccc3C2)c1 ZINC000018010001 DYR_RAT DHFR 5.77 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)Cc2ccccc2)c1 ZINC000018067513 DYR_RAT DHFR 5.15 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)Cc2ccccc2)c1 ZINC000018067513 DYR_RAT DHFR 5.15 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCO)CCO)c1 ZINC000018083292 DYR_RAT DHFR 5.3 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)CC)c1 ZINC000018098601 DYR_RAT DHFR 6.24 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=C/N(C)C)c1 ZINC000018102337 DYR_RAT DHFR 5.46 13977 None 9191966 None CHEMBL1130062
CCCN(CCO)/N=N/c1cc(-c2c(N)nc(N)nc2CC)ccc1Cl ZINC000018114252 DYR_RAT DHFR 6.36 13977 None 9191966 None CHEMBL1130062
CCCN(C)/N=N/c1cc(-c2c(N)nc(N)nc2CC)ccc1Cl ZINC000018209573 DYR_RAT DHFR 6.05 13977 None 9191966 None CHEMBL1130062
Cc1c(CNc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)nc(N)c12 ZINC000021289010 DYR_RAT DHFR 8.16 82753 None 850245 None CHEMBL3244206
Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2n1 ZINC000021289021 DYR_RAT DHFR 7.36 12898 None 7783147 None CHEMBL1128397
Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2n1 ZINC000021289021 DYR_RAT DHFR 7.36 14349 None 9089339 None CHEMBL1129990
COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000024799342 DYR_RAT DHFR 5.41 16400 None 11754594 None CHEMBL1135399
COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000024799342 DYR_RAT DHFR 5.34 17495 None 12699390 None CHEMBL1136782
Cc1c(NC(=O)Cc2cccc(Br)c2)ccc2nc(N)nc(N)c12 ZINC000025966456 DYR_RAT DHFR 7.47 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(/C=C/c3ccc4ccccc4c3)cccc2n1 ZINC000025966783 DYR_RAT DHFR 5.52 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc(Br)cc3)ccc2n1 ZINC000025967490 DYR_RAT DHFR 7.89 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2cc(NC(=O)Cc3ccc(Cl)cc3)ccc2n1 ZINC000025968019 DYR_RAT DHFR 7.64 7409 None 7277385 None CHEMBL1121851
Cc1c(NC(=O)Cc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12 ZINC000025968633 DYR_RAT DHFR 7.77 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2cc(CNC(=O)Cc3ccc(Cl)c(Cl)c3)ccc2n1 ZINC000025968707 DYR_RAT DHFR 5.82 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc(Cl)c(Cl)c3)ccc2n1 ZINC000025968719 DYR_RAT DHFR 7.62 7409 None 7277385 None CHEMBL1121851
Cc1c(NC(=O)Cc2ccc(Cl)cc2)ccc2nc(N)nc(N)c12 ZINC000025968726 DYR_RAT DHFR 7.48 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1 ZINC000025968813 DYR_RAT DHFR 7.96 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1 ZINC000025968915 DYR_RAT DHFR 6.7 7409 None 7277385 None CHEMBL1121851
NCc1ccc2nc(N)nc(N)c2c1 ZINC000025968986 DYR_RAT DHFR 5.03 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc4ccccc4c3)ccc2n1 ZINC000025969822 DYR_RAT DHFR 8.3 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1 ZINC000025970004 DYR_RAT DHFR 7.7 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(CSc3ccc(Cl)cc3)cccc2n1 ZINC000025970010 DYR_RAT DHFR 7.7 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(CSc3ccc4ccccc4c3)cccc2n1 ZINC000025970531 DYR_RAT DHFR 8 7409 None 7277385 None CHEMBL1121851
Cc1c(NC(=O)Cc2ccc3ccccc3c2)ccc2nc(N)nc(N)c12 ZINC000025970716 DYR_RAT DHFR 8.38 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2cc(NC(=O)Cc3ccc4ccccc4c3)ccc2n1 ZINC000025970866 DYR_RAT DHFR 8.3 7409 None 7277385 None CHEMBL1121851
Nc1nc(N)c2c(/C=C\c3ccc4ccccc4c3)cccc2n1 ZINC000025971101 DYR_RAT DHFR 5.28 7409 None 7277385 None CHEMBL1121851
CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)[C@@H]2C ZINC000026145054 DYR_RAT DHFR 5.69 10209 None 2754716 None CHEMBL1124568
CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)[C@H]2C ZINC000026145061 DYR_RAT DHFR 5.69 10209 None 2754716 None CHEMBL1124568
CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)[C@@H]2C ZINC000026145069 DYR_RAT DHFR 5.69 10209 None 2754716 None CHEMBL1124568
CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)[C@H]2C ZINC000026145077 DYR_RAT DHFR 5.69 10209 None 2754716 None CHEMBL1124568
CN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1 ZINC000026189963 DYR_RAT DHFR 8.48 8495 None 3968685 None CHEMBL1123126
CN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1 ZINC000026189966 DYR_RAT DHFR 8.48 8495 None 3968685 None CHEMBL1123126
Nc1nc(N)c2cc(N(C=O)Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000026269919 DYR_RAT DHFR 8.33 8495 None 3968685 None CHEMBL1123126
Nc1nc(N)c2cc(N(C=O)Cc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1 ZINC000026269925 DYR_RAT DHFR 8.33 8495 None 3968685 None CHEMBL1123126
Nc1nc(N)c2cc(COC(=O)c3ccc(C(=O)O)cc3)ccc2n1 ZINC000026404641 DYR_RAT DHFR 5.96 16025 None 11448221 None CHEMBL1134533
Nc1nc(N)c2cc(COC(=O)c3ccc(C(=O)O)cc3)ccc2n1 ZINC000026404641 DYR_RAT DHFR 5.96 17126 None 12877583 None CHEMBL1145863
CCNc1ccc(-c2c(N)nc(N)nc2CC)cc1[N+](=O)[O-] ZINC000026488457 DYR_RAT DHFR 6.8 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc([N+](=O)[O-])c(N(C)Cc2ccccc2)c1 ZINC000026488952 DYR_RAT DHFR 6.36 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N2CCCCC2)c(N=[N+]=[N-])c1 ZINC000026494001 DYR_RAT DHFR 5.07 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N2CCOCC2)c([N+](=O)[O-])c1 ZINC000026494858 DYR_RAT DHFR 5.1 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N2CCNCC2)c([N+](=O)[O-])c1 ZINC000026494862 DYR_RAT DHFR 5.51 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(C)C)c([N+](=O)[O-])c1 ZINC000026494866 DYR_RAT DHFR 6.6 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(C)C2CCCCC2)c(N)c1 ZINC000026497000 DYR_RAT DHFR 5.07 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccc(OC)cc2)c([N+](=O)[O-])c1 ZINC000026497562 DYR_RAT DHFR 6.42 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N2CCN(C)CC2)c([N+](=O)[O-])c1 ZINC000026497910 DYR_RAT DHFR 5.41 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(CC)Cc2ccccc2)c(N)c1 ZINC000026499384 DYR_RAT DHFR 5.4 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(NCCCN)c([N+](=O)[O-])c1 ZINC000026501191 DYR_RAT DHFR 6 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(NCCN)c([N+](=O)[O-])c1 ZINC000026501194 DYR_RAT DHFR 5.59 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c1 ZINC000026503070 DYR_RAT DHFR 6.59 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(OC)cc2)c([N+](=O)[O-])c1 ZINC000026503483 DYR_RAT DHFR 7.7 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N2CCCC2)c([N+](=O)[O-])c1 ZINC000026503487 DYR_RAT DHFR 5.77 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccccc2)c(N)c1 ZINC000026504056 DYR_RAT DHFR 6.3 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(C(F)(F)F)cc2)c1 ZINC000026574489 DYR_RAT DHFR 5.18 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(=O)c2ccccc2)Cc2ccccc2)c1 ZINC000026574555 DYR_RAT DHFR 6.16 16043 None 11472209 None CHEMBL1134547
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cc(OC)c(OC)c(OC)c2)c1 ZINC000026575512 DYR_RAT DHFR 6.35 16043 None 11472209 None CHEMBL1134547
O=C(O)CC[C@@H](NC(=O)c1ccc(NCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O ZINC000026578082 DYR_RAT DHFR 7.97 10043 None 2704030 None CHEMBL1124447
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)c([N+](=O)[O-])c1 ZINC000026822441 DYR_RAT DHFR 7.89 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)c([N+](=O)[O-])c1 ZINC000026822446 DYR_RAT DHFR 7.89 14097 None 9301666 None CHEMBL1130351
