molecule_zinc_id,molecule_chembl_id,smiles_clean,pKi_mean_value,pKi_last_value,pKi_first_value,target_organism
ZINC000014968131,CHEMBL45337,COc1cc([C@@H](C)C#Cc2cnc(N)nc2N)cc(OC)c1OC,5.84,5.84,5.84,Homo sapiens
ZINC000014968135,CHEMBL45337,COc1cc([C@H](C)C#Cc2cnc(N)nc2N)cc(OC)c1OC,5.84,5.84,5.84,Homo sapiens
ZINC000014968139,CHEMBL45337,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,5.86,5.86,5.86,Homo sapiens
ZINC000014968142,CHEMBL45337,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,5.86,5.86,5.86,Homo sapiens
ZINC000014968154,CHEMBL45337,COc1cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,5.24,5.24,5.24,Homo sapiens
ZINC000014968158,CHEMBL45337,COc1cc([C@H](O)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,5.24,5.24,5.24,Homo sapiens
ZINC000014968161,CHEMBL45337,COc1cc([C@H](C#Cc2cnc(N)nc2N)OC)cc(OC)c1OC,5.94,5.94,5.94,Homo sapiens
ZINC000014968165,CHEMBL45337,COc1cc([C@@H](C#Cc2cnc(N)nc2N)OC)cc(OC)c1OC,5.94,5.94,5.94,Homo sapiens
ZINC000014968168,CHEMBL45337,COc1cc([C@H](C#Cc2c(C)nc(N)nc2N)OC)cc(OC)c1OC,5.91,5.91,5.91,Homo sapiens
ZINC000014968172,CHEMBL45337,COc1cc([C@@H](C#Cc2c(C)nc(N)nc2N)OC)cc(OC)c1OC,5.91,5.91,5.91,Homo sapiens
ZINC000014970687,CHEMBL31336,CCc1nc(N)nc(N)c1-c1ccc2c(c1)nc(C1CCCC1)n2Cc1ccc(S(C)(=O)=O)cc1,5.74,5.74,5.74,Homo sapiens
ZINC000014970691,CHEMBL31336,CCc1nc(N)nc(N)c1-c1ccc2c(c1)nc(-c1ccccc1)n2Cc1ccc(S(C)(=O)=O)cc1,5.64,5.64,5.64,Homo sapiens
ZINC000014974293,CHEMBL38127,Cc1cc2nc(N)[nH]c(=O)c2n1Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.92,6.92,6.92,Homo sapiens
ZINC000015220490,CHEMBL69872,CCOC(=O)C1=C(C)NC(=S)N[C@@H]1/C=C\c1ccccc1,5.54,5.54,5.54,Homo sapiens
ZINC000015220492,CHEMBL69872,CCOC(=O)C1=C(C)NC(=S)N[C@H]1/C=C\c1ccccc1,5.54,5.54,5.54,Homo sapiens
ZINC000016923786,CHEMBL10151,Nc1nc(N)c2c(Cl)c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.42,8.42,8.42,Homo sapiens
ZINC000016981849,CHEMBL13279,CC1(C)N=C(N)N=C(N)N1c1ccccc1,5.78,5.78,5.78,Homo sapiens
ZINC000017005705,CHEMBL9629,CN(Cc1ccc2nc(N)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,7.08,7.08,7.08,Homo sapiens
ZINC000017058506,CHEMBL82068,Nc1nc2c(c(=O)[nH]1)N=C(CCc1ccccc1)CO2,5.52,5.52,5.52,Homo sapiens
ZINC000017059514,CHEMBL7155,Nc1nc(N)c2nc(COc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,6.13,6.13,6.13,Homo sapiens
ZINC000017060043,CHEMBL7155,Nc1nc(N)c2nc(CSc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,5.57,5.57,5.57,Homo sapiens
ZINC000017106144,CHEMBL9629,Cc1c(NCc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)[nH]c(=O)c12,6.34,6.34,6.34,Homo sapiens
ZINC000017106148,CHEMBL9629,Nc1nc(N)c2cc(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.07,8.07,8.07,Homo sapiens
ZINC000017106162,CHEMBL9629,Nc1nc(N)c2cc(CN(C=O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.24,8.24,8.24,Homo sapiens
ZINC000017106166,CHEMBL10044,Nc1nc2ccc(CSc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.48,6.48,6.48,Homo sapiens
ZINC000017106187,CHEMBL10044,Nc1nc2ccc(COc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.77,6.77,6.77,Homo sapiens
ZINC000017174553,CHEMBL13250,Nc1nc(N)c2cc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,9.675,8.35,11.0,Homo sapiens
ZINC000017175237,CHEMBL8032,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3F)cnc2n1,7.72,7.72,7.72,Homo sapiens
ZINC000017423997,CHEMBL9629,CN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,8.41,8.41,8.41,Homo sapiens
ZINC000018038509,CHEMBL69872,CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1,6.24,6.24,6.24,Homo sapiens
ZINC000018068419,CHEMBL69872,CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1ccccc1,6.24,6.24,6.24,Homo sapiens
ZINC000024799342,CHEMBL17739,COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N,5.199999999999999,5.1,5.3,Homo sapiens
ZINC000025979402,CHEMBL13438,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCCN)C(=O)O)cc1,8.133333333333333,8.6,9.0,Homo sapiens
ZINC000026145054,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)[C@@H]2C,7.85,7.85,7.85,Homo sapiens
ZINC000026145061,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)[C@H]2C,7.85,7.85,7.85,Homo sapiens
ZINC000026145069,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)[C@@H]2C,7.85,7.85,7.85,Homo sapiens
ZINC000026145077,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)[C@H]2C,7.85,7.85,7.85,Homo sapiens
ZINC000026146544,CHEMBL15984,Nc1nc(O)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2n1,5.0,5.0,5.0,Homo sapiens
ZINC000026161652,CHEMBL9190,CCc1ccc(Cc2cnc(N)nc2N)cc1CC,5.95,5.95,5.95,Homo sapiens
ZINC000026189963,CHEMBL9629,CN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.34,8.34,8.34,Homo sapiens
ZINC000026189966,CHEMBL9629,CN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.34,8.34,8.34,Homo sapiens
ZINC000026258443,CHEMBL10270,CC[C@@H](Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.15,7.15,7.15,Homo sapiens
ZINC000026258451,CHEMBL10270,CC[C@H](Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.15,7.15,7.15,Homo sapiens
ZINC000026258459,CHEMBL10270,CC[C@@H](Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.15,7.15,7.15,Homo sapiens
ZINC000026258465,CHEMBL10270,CC[C@H](Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.15,7.15,7.15,Homo sapiens
ZINC000026269355,CHEMBL10270,C[C@@H](Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.4,7.4,7.4,Homo sapiens
ZINC000026269362,CHEMBL10270,C[C@H](Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.4,7.4,7.4,Homo sapiens
ZINC000026269919,CHEMBL9629,Nc1nc(N)c2cc(N(C=O)Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.24,8.24,8.24,Homo sapiens
ZINC000026269925,CHEMBL9629,Nc1nc(N)c2cc(N(C=O)Cc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.24,8.24,8.24,Homo sapiens
ZINC000026282126,CHEMBL12397,Nc1nc(N)c2nc(CNc3c(Cl)cc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3Cl)cnc2n1,7.99,7.99,7.99,Homo sapiens
ZINC000026282132,CHEMBL12397,Nc1nc(N)c2nc(CNc3c(Cl)cc(C(=O)N[C@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3Cl)cnc2n1,7.99,7.99,7.99,Homo sapiens
ZINC000026386729,CHEMBL10744,CN(Cc1cnc2ncnc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.22,5.22,5.22,Homo sapiens
ZINC000026393455,CHEMBL9629,CN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,6.52,6.52,6.52,Homo sapiens
ZINC000026393458,CHEMBL9629,CN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,6.52,6.52,6.52,Homo sapiens
ZINC000026403260,CHEMBL9629,Nc1nc2ccc(N(C=O)Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.55,6.55,6.55,Homo sapiens
ZINC000026403264,CHEMBL9629,Nc1nc2ccc(N(C=O)Cc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.55,6.55,6.55,Homo sapiens
ZINC000026472861,CHEMBL9629,Cc1c(N(C)Cc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)[nH]c(=O)c12,5.49,5.49,5.49,Homo sapiens
ZINC000026472869,CHEMBL9629,Cc1c(N(C)Cc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)[nH]c(=O)c12,5.49,5.49,5.49,Homo sapiens
ZINC000026969757,CHEMBL7043,Nc1cc(N)c2cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2c1,7.85,7.85,7.85,Homo sapiens
ZINC000026969766,CHEMBL7043,Nc1cc(N)c2cc(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2c1,7.85,7.85,7.85,Homo sapiens
ZINC000026983886,CHEMBL13371,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C[C@@H](F)C(=O)O)C(=O)O)cc1,8.87,8.87,8.87,Homo sapiens
ZINC000027083070,CHEMBL14570,CN(Cc1cccc2c1CCCC2)c1ccc2nc(N)nc(N)c2c1,7.57,7.57,7.57,Homo sapiens
ZINC000027084028,CHEMBL14570,Nc1nc(N)c2cc(NCc3cccc4c3CCCC4)ccc2n1,6.22,6.22,6.22,Homo sapiens
ZINC000027420875,CHEMBL12635,N[C@H]1N=C2C(=CC=CN2Cc2ccccc2)C(=O)N1,5.6225,5.14,5.77,Homo sapiens
ZINC000027420880,CHEMBL12635,N[C@H]1N=C(O)C2=CC=CN(Cc3ccccc3)C2=N1,5.6225,5.14,5.77,Homo sapiens
ZINC000027421533,CHEMBL12635,CCCN1C=CC(C)=C2C(=O)N[C@@H](N)N=C21,5.3625,5.12,5.92,Homo sapiens
ZINC000027421538,CHEMBL12635,CCCN1C=CC(C)=C2C(=O)N[C@H](N)N=C21,5.3625,5.12,5.92,Homo sapiens
ZINC000027424391,CHEMBL12635,CC1=C2C(=O)N[C@@H](N)N=C2N(CCC(C)C)C=C1,5.68,6.15,5.74,Homo sapiens
ZINC000027424396,CHEMBL12635,CC1=C2C(=O)N[C@H](N)N=C2N(CCC(C)C)C=C1,5.68,6.15,5.74,Homo sapiens
ZINC000027424400,CHEMBL12635,CC1=C2C(=O)N[C@@H](N)N=C2N(CC(C)C)C=C1,6.837272727272727,7.1,10.0,Homo sapiens
ZINC000027424405,CHEMBL12635,CC1=C2C(=O)N[C@H](N)N=C2N(CC(C)C)C=C1,6.837272727272727,7.1,10.0,Homo sapiens
ZINC000027424410,CHEMBL12635,CC(C)N1C=CC=C2C(=O)N[C@@H](N)N=C21,5.359999999999999,5.72,5.0,Homo sapiens
ZINC000027424414,CHEMBL12635,CC(C)N1C=CC=C2C(=O)N[C@H](N)N=C21,5.359999999999999,5.72,5.0,Homo sapiens
ZINC000027424826,CHEMBL12635,CC(C)CN1C=CC=C2C(=O)N[C@@H](N)N=C21,5.826666666666667,5.6,6.22,Homo sapiens
ZINC000027424830,CHEMBL12635,CC(C)CN1C=CC=C2C(=O)N[C@H](N)N=C21,5.826666666666667,5.6,6.22,Homo sapiens
ZINC000027425005,CHEMBL7631,Cc1nc(N)nc(N)c1NC(=O)C12CC3CC(CC(C3)C1)C2,8.05,8.05,8.05,Homo sapiens
ZINC000027426017,CHEMBL12635,CC1=CN(C)C2=N[C@H](N)NC(=O)C2=C1,6.13,6.3,5.96,Homo sapiens
ZINC000027426021,CHEMBL12635,CC1=CN(C)C2=N[C@@H](N)NC(=O)C2=C1,6.13,6.3,5.96,Homo sapiens
ZINC000027427514,CHEMBL12635,CCCN1C(C)=CC=C2C(=O)N[C@@H](N)N=C21,6.431,5.23,9.3,Homo sapiens
ZINC000027427518,CHEMBL12635,CCCN1C(C)=CC=C2C(=O)N[C@H](N)N=C21,6.431,5.23,9.3,Homo sapiens
ZINC000027428053,CHEMBL12635,CC1=C2C(=O)N[C@H](N)N=C2N(C)C=C1,5.29,5.29,5.29,Homo sapiens
ZINC000027428058,CHEMBL12635,CC1=C2C(=O)N[C@@H](N)N=C2N(C)C=C1,5.29,5.29,5.29,Homo sapiens
ZINC000027428075,CHEMBL12635,CCCN1C=CC=C2C(=O)N[C@@H](N)N=C21,6.20375,6.08,5.77,Homo sapiens
ZINC000027428079,CHEMBL12635,CCCN1C=CC=C2C(=O)N[C@H](N)N=C21,6.20375,6.08,5.77,Homo sapiens
ZINC000027428525,CHEMBL12635,CCCN1C=C(C)C=C2C(=O)N[C@@H](N)N=C21,5.34,5.34,5.34,Homo sapiens
ZINC000027428530,CHEMBL12635,CCCN1C=C(C)C=C2C(=O)N[C@H](N)N=C21,5.34,5.34,5.34,Homo sapiens
ZINC000027428535,CHEMBL12635,CC1=CC=C2C(=O)N[C@@H](N)N=C2N1C,5.75,5.54,5.96,Homo sapiens
ZINC000027428540,CHEMBL12635,CC1=CC=C2C(=O)N[C@H](N)N=C2N1C,5.75,5.54,5.96,Homo sapiens
ZINC000027519636,CHEMBL9629,C=CCN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.27,8.27,8.27,Homo sapiens
ZINC000027519638,CHEMBL9629,C=CCN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.27,8.27,8.27,Homo sapiens
ZINC000027520938,CHEMBL9629,C#CCN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,5.52,5.52,5.52,Homo sapiens
ZINC000027520940,CHEMBL9629,C#CCN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,5.52,5.52,5.52,Homo sapiens
ZINC000027521063,CHEMBL9629,C#CCN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.28,8.28,8.28,Homo sapiens
ZINC000027521065,CHEMBL9629,C#CCN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)nc(N)c2c1,8.28,8.28,8.28,Homo sapiens
ZINC000027521198,CHEMBL9629,C=CCN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,5.85,5.85,5.85,Homo sapiens
ZINC000027521200,CHEMBL9629,C=CCN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1ccc2nc(N)[nH]c(=O)c2c1,5.85,5.85,5.85,Homo sapiens
ZINC000027562411,CHEMBL16403,Cc1c(CNc2cc(Br)ccc2Br)cnc2nc(N)nc(N)c12,8.34,8.34,8.34,Homo sapiens
ZINC000027564342,CHEMBL16403,Cc1c(CNc2cc(C(F)(F)F)ccc2Br)cnc2nc(N)nc(N)c12,8.49,8.49,8.49,Homo sapiens
ZINC000027618790,CHEMBL16403,CCOc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1OC,7.74,7.74,7.74,Homo sapiens
ZINC000027637231,CHEMBL36249,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)NO)C(=O)O)cc1,6.96,7.15,6.77,Homo sapiens
ZINC000027651315,CHEMBL10874,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)Nc4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1,7.49,7.49,7.49,Homo sapiens
ZINC000027651319,CHEMBL10874,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)Nc4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1,7.49,7.49,7.49,Homo sapiens
ZINC000027652873,CHEMBL9999,COc1nc2ccc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.22,6.22,6.22,Homo sapiens
ZINC000027652877,CHEMBL9999,COc1nc2ccc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.22,6.22,6.22,Homo sapiens
ZINC000027655380,CHEMBL10874,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)Nc2cccc(C(=O)O)c2)C(=O)O)cc1,7.46,7.46,7.46,Homo sapiens
ZINC000027655383,CHEMBL10874,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)Nc2cccc(C(=O)O)c2)C(=O)O)cc1,7.46,7.46,7.46,Homo sapiens
ZINC000027704514,CHEMBL10879,Nc1nc2ncc(N(C=O)Cc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,5.71,5.71,5.71,Homo sapiens
ZINC000027705854,CHEMBL10879,Nc1nc2ncc(NCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.68,6.68,6.68,Homo sapiens
ZINC000027710433,CHEMBL10879,CN(Cc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)[nH]c(=O)c2c1,6.6,6.6,6.6,Homo sapiens
ZINC000027724509,CHEMBL13371,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C[C@@H](F)C(=O)O)C(=O)O)cc1,8.975,8.87,9.08,Homo sapiens
ZINC000027856716,CHEMBL13250,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cccc2n1,8.92,8.57,9.27,Homo sapiens
ZINC000027864391,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@@H]2CNc3nc(N)nc(N)c3C2)cc1)C(=O)O,9.54,9.54,9.54,Homo sapiens
ZINC000027864398,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)cc1)C(=O)O,9.54,9.54,9.54,Homo sapiens
ZINC000027880434,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@@H]2CNc3nc(N)nc(N)c3C2)o1)C(=O)O,8.01,8.01,8.01,Homo sapiens
ZINC000027880441,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)o1)C(=O)O,8.01,8.01,8.01,Homo sapiens
ZINC000027880447,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@@H]2CNc3nc(N)nc(N)c3C2)s1)C(=O)O,9.16,9.16,9.16,Homo sapiens
ZINC000027880451,CHEMBL3102,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)s1)C(=O)O,9.16,9.16,9.16,Homo sapiens
ZINC000027991543,CHEMBL10044,O=C(O)CC[C@@H](NC(=O)c1ccc(CNc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.49,6.49,6.49,Homo sapiens
ZINC000027991549,CHEMBL10044,O=C(O)CC[C@H](NC(=O)c1ccc(CNc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.49,6.49,6.49,Homo sapiens
ZINC000027993313,CHEMBL10044,O=C(O)CC[C@@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.19,6.19,6.19,Homo sapiens
ZINC000027993317,CHEMBL10044,O=C(O)CC[C@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.19,6.19,6.19,Homo sapiens
ZINC000027995757,CHEMBL10044,C#CCN(Cc1ccc2nc[nH]c(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.15,5.15,5.15,Homo sapiens
ZINC000027995762,CHEMBL10044,O=C(O)CC[C@@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.59,6.59,6.59,Homo sapiens
ZINC000027995767,CHEMBL10044,O=C(O)CC[C@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.59,6.59,6.59,Homo sapiens
ZINC000028222475,CHEMBL8032,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,7.57,7.57,7.57,Homo sapiens
ZINC000028222480,CHEMBL8032,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,7.57,7.57,7.57,Homo sapiens
ZINC000028258717,CHEMBL9629,Nc1nc2ccc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,7.47,7.47,7.47,Homo sapiens
ZINC000028263134,CHEMBL9494,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,7.36,7.36,7.36,Homo sapiens
ZINC000028263409,CHEMBL9494,CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,6.77,6.77,6.77,Homo sapiens
ZINC000028263414,CHEMBL9494,C=CCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,6.96,6.96,6.96,Homo sapiens
ZINC000028263418,CHEMBL9494,C/C=C/c1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.03,7.03,7.03,Homo sapiens
ZINC000028263538,CHEMBL9494,COc1c(C)cc(Cc2cnc(N)nc2N)cc1C,6.43,6.43,6.43,Homo sapiens
ZINC000028263790,CHEMBL9494,CCCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.17,7.17,7.17,Homo sapiens
ZINC000028263859,CHEMBL9494,CC(C)(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1O,7.21,7.21,7.21,Homo sapiens
ZINC000028263941,CHEMBL9494,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,6.51,6.51,6.51,Homo sapiens
ZINC000028264875,CHEMBL9494,CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O,7.54,7.54,7.54,Homo sapiens
ZINC000028264880,CHEMBL9494,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,6.92,6.92,6.92,Homo sapiens
ZINC000028265747,CHEMBL9494,COc1c(C(C)(C)C)cc(Cc2cnc(N)nc2N)cc1C(C)(C)C,7.24,7.24,7.24,Homo sapiens
ZINC000028655620,CHEMBL36076,CCc1c(Sc2ccc(Cl)c(Cl)c2)[nH]c2nc(C)nc(N)c12,5.55,5.55,5.55,Homo sapiens
ZINC000028713647,CHEMBL36249,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc2ccccc2)C(=O)NO)C(=O)O)cc1,6.685,6.6,6.77,Homo sapiens
ZINC000028713649,CHEMBL36249,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N2CCC[C@H]2C(=O)NO)C(=O)O)cc1,6.904999999999999,6.89,6.92,Homo sapiens
ZINC000028754685,CHEMBL9494,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,7.31,7.31,7.31,Homo sapiens
ZINC000028756224,CHEMBL9494,C=CCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,7.7,7.7,7.7,Homo sapiens
ZINC000028763138,CHEMBL10991,NCCC[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,7.14,7.14,7.14,Homo sapiens
ZINC000028971257,CHEMBL38176,Nc1nc(N)c2c(OCc3ccccc3F)cccc2n1,9.41,9.41,9.41,Homo sapiens
ZINC000028971514,CHEMBL38176,C[C@@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,7.47,7.47,7.47,Homo sapiens
ZINC000028971518,CHEMBL38176,C[C@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,7.535,7.6,7.47,Homo sapiens
ZINC000028971634,CHEMBL38176,Nc1nc(N)c2c(COc3cccc(Cl)c3)cccc2n1,5.08,5.08,5.08,Homo sapiens
ZINC000028971649,CHEMBL38176,Nc1nc(N)c2c(COc3ccccc3F)cccc2n1,7.41,7.41,7.41,Homo sapiens
ZINC000029223186,CHEMBL13858,CN(Cc1ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc1)c1cnc2nc(N)nc(N)c2c1,6.19,6.19,6.19,Homo sapiens
ZINC000029224646,CHEMBL13858,Nc1nc(N)c2cc(NCc3ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc3)cnc2n1,6.49,6.49,6.49,Homo sapiens
ZINC000029228771,CHEMBL10991,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O,7.46,7.46,7.46,Homo sapiens
ZINC000029229943,CHEMBL10991,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCCNCC(=O)O)C(=O)O)cc1,7.3,7.3,7.3,Homo sapiens
