,zinc_id,smiles,first_affinity,last_affinity,mean_affinity,chembldocid,reference.pubmed_id,reference.chembl_id
188,ZINC000005973982,Nc1nc(N)c2cc(CNc3cc(Cl)ccc3Cl)cnc2n1,7.61,7.61,7.61,91452,25794791,CHEMBL3407467
189,ZINC000005974038,Nc1nc(N)c2c(Sc3cccc(Cl)c3)cccc2n1,6.57,6.57,6.57,13052,7658448,CHEMBL1128547
190,ZINC000005974267,Nc1nc(N)c2c(Sc3ccc(Br)cc3)cccc2n1,5.51,5.51,5.51,13052,7658448,CHEMBL1128547
191,ZINC000005974270,Nc1nc(N)c2c(Sc3ccc(C(F)(F)F)cc3)cccc2n1,5.59,5.59,5.59,13052,7658448,CHEMBL1128547
192,ZINC000005974272,Nc1nc(N)c2c(Sc3ccc(F)cc3)cccc2n1,5.7,5.7,5.7,13052,7658448,CHEMBL1128547
193,ZINC000005974273,Nc1nc(N)c2c(Sc3ccc(O)cc3)cccc2n1,6.74,6.74,6.74,13052,7658448,CHEMBL1128547
194,ZINC000005974378,Nc1nc(N)c2c(Sc3ccccc3Cl)cccc2n1,7.04,7.04,7.04,13052,7658448,CHEMBL1128547
195,ZINC000005974460,Nc1nc(N)c2c(/C=C/c3ccccc3)cccc2n1,8.74,8.27,8.504999999999999,13250,7877140,CHEMBL1128249
196,ZINC000005974538,Nc1nc(N)c2cc(NCc3ccccc3)cnc2n1,5.21,5.21,5.21,13858,8691474,CHEMBL1129539
197,ZINC000005974540,Nc1nc(N)c2cc(NCc3ccccc3)ccc2n1,5.62,5.62,5.62,14570,9719595,CHEMBL1131583
198,ZINC000005974663,Nc1nc(N)c2c(Sc3ccccc3)cccc2n1,6.21,6.21,6.21,13052,7658448,CHEMBL1128547
199,ZINC000006627681,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,8.0,6.05,6.350526315789473,15190,10543874,CHEMBL1132445
200,ZINC000008655373,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.72,6.04,5.8275,38127,18072727,CHEMBL1140703
201,ZINC000008655374,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.72,6.04,5.863333333333333,35353,16279780,CHEMBL1139472
202,ZINC000008657832,CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,5.7,5.7,5.7,13052,7658448,CHEMBL1128547
203,ZINC000009212427,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,5.63,5.63,5.63,12397,8035423,CHEMBL1127804
204,ZINC000009212428,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,5.63,5.63,5.63,12397,8035423,CHEMBL1127804
205,ZINC000009633571,Nc1nc(=O)c2cc(CSc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1,6.48,6.48,6.48,10044,2704031,CHEMBL1124448
206,ZINC000012503486,Cc1c(CNc2cccc3ncccc23)cnc2nc(N)nc(N)c12,8.37,8.37,8.37,16403,11754578,CHEMBL1135401
207,ZINC000013216445,COc1cc(OC)cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1,8.06,8.06,8.06,16403,11754578,CHEMBL1135401
208,ZINC000013451118,C#CCN(Cc1ccc2ncnc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.15,5.15,5.15,10044,2704031,CHEMBL1124448
209,ZINC000013454607,Nc1nc(O)c2cc(CNc3ccc(C(=O)N[C@@H](CCS(=O)(=O)O)C(=O)O)cc3)cnc2n1,6.4,6.4,6.4,11764,1578484,CHEMBL1125453
210,ZINC000013454616,Nc1nc(O)c2cc(CNc3ccc(C(=O)N[C@@H](CCP(=O)(O)O)C(=O)O)cc3)cnc2n1,5.33,5.33,5.33,11764,1578484,CHEMBL1125453
211,ZINC000013454619,Nc1nc(O)c2cc(CNc3ccc(C(=O)N[C@H](CCP(=O)(O)O)C(=O)O)cc3)cnc2n1,5.33,5.33,5.33,11764,1578484,CHEMBL1125453
212,ZINC000013454634,CCO[P@](=O)(O)CC[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(O)c3c2)cc1)C(=O)O,5.89,5.89,5.89,11764,1578484,CHEMBL1125453
213,ZINC000013454641,CCO[P@](=O)(O)CC[C@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(O)c3c2)cc1)C(=O)O,5.89,5.89,5.89,11764,1578484,CHEMBL1125453
214,ZINC000013454660,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1)C(=O)O,7.8,7.8,7.8,10991,2016722,CHEMBL1125675
215,ZINC000013454663,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1)C(=O)O,7.8,7.8,7.8,10991,2016722,CHEMBL1125675
216,ZINC000013454666,NCCC[C@H](NC(=O)c1ccc(NC[C@@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,11249,1375963,CHEMBL1126177
217,ZINC000013454669,NCCC[C@H](NC(=O)c1ccc(NC[C@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,11249,1375963,CHEMBL1126177
218,ZINC000013473303,C[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,15564,10956221,CHEMBL1133617
219,ZINC000013473304,C[C@H](Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,15564,10956221,CHEMBL1133617
220,ZINC000013477123,O=C1OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2cccc3cccc1c23,5.28,5.28,5.28,31880,17004711,CHEMBL1137378
221,ZINC000013477126,O=C1O[C@@](c2ccc(O)cc2)(c2ccc(O)c(Br)c2)c2cccc3cccc1c23,5.47,5.47,5.47,31880,17004711,CHEMBL1137378
222,ZINC000013477128,O=C1O[C@](c2ccc(O)cc2)(c2ccc(O)c(Br)c2)c2cccc3cccc1c23,5.47,5.47,5.47,31880,17004711,CHEMBL1137378
223,ZINC000013492104,Nc1nc(N)c2cc3c(nc2n1)CCN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C3,5.27,5.27,5.27,16743,12408727,CHEMBL1135650
224,ZINC000013492108,Nc1nc(N)c2cc3c(nc2n1)CCN(Cc1ccc(Cl)cc1Cl)C3,5.89,5.89,5.89,16743,12408727,CHEMBL1135650
225,ZINC000013515262,Nc1nc2ccc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,7.47,7.47,7.47,9629,3339615,CHEMBL1124218
226,ZINC000013520499,COc1cc2c(cc1OC)CN(Cc1cnc(N)nc1N)CC2,8.0,6.68,7.34,17019,12773035,CHEMBL1145982
227,ZINC000013520504,Nc1ncc(CN2CCc3ccccc3C2)c(N)n1,5.96,5.26,5.609999999999999,17019,12773035,CHEMBL1145982
228,ZINC000013520508,COc1cc2c(cc1OC)[C@H](C)N(Cc1cnc(N)nc1N)CC2,7.36,6.17,6.936666666666667,17019,12773035,CHEMBL1145982
229,ZINC000013520512,COc1cc2c(cc1OC)[C@@H](C)N(Cc1cnc(N)nc1N)CC2,7.36,6.17,6.936666666666667,17019,12773035,CHEMBL1145982
230,ZINC000013520516,COc1cc2c(cc1OC)[C@H](c1ccc(Cl)cc1Cl)CN(Cc1cnc(N)nc1N)C2,5.77,8.15,7.1433333333333335,17019,12773035,CHEMBL1145982
231,ZINC000013520520,COc1cc2c(cc1OC)[C@@H](c1ccc(Cl)cc1Cl)CN(Cc1cnc(N)nc1N)C2,5.77,8.15,7.1433333333333335,17019,12773035,CHEMBL1145982
232,ZINC000013520523,COc1cc2c(c3c1OCO3)[C@H](C)N(Cc1cnc(N)nc1N)CC2,7.68,7.62,7.148333333333333,17019,12773035,CHEMBL1145982
233,ZINC000013520528,COc1ccc2c(c1)CN(Cc1cnc(N)nc1N)C[C@@H]2c1cccc([N+](=O)[O-])c1,7.25,8.22,7.735,17019,12773035,CHEMBL1145982
234,ZINC000013520533,COc1ccc2c(c1)CN(Cc1cnc(N)nc1N)C[C@H]2c1cccc([N+](=O)[O-])c1,7.25,8.22,7.735,17019,12773035,CHEMBL1145982
235,ZINC000013520537,C[C@H]1c2cc(Cc3ccccc3)c(-c3ccccc3)n2CCN1Cc1cnc(N)nc1N,6.35,6.26,6.305,17019,12773035,CHEMBL1145982
236,ZINC000013520544,C[C@@H]1c2cc(Cc3ccccc3)c(-c3ccccc3)n2CCN1Cc1cnc(N)nc1N,6.35,6.26,6.305,17019,12773035,CHEMBL1145982
237,ZINC000013520550,CSc1c2n(c3cc(Cl)ccc13)CCN(Cc1cnc(N)nc1N)C2,8.7,5.28,7.163333333333333,17019,12773035,CHEMBL1145982
238,ZINC000013520554,Nc1ncc(CN2CCc3c([nH]c4ccccc34)C2)c(N)n1,8.4,7.33,7.865,17019,12773035,CHEMBL1145982
239,ZINC000013520560,C[C@H]1c2ccc3c4ccccc4n(C)c3c2CCN1Cc1cnc(N)nc1N,8.0,7.07,7.823333333333333,17019,12773035,CHEMBL1145982
240,ZINC000013520564,C[C@@H]1c2ccc3c4ccccc4n(C)c3c2CCN1Cc1cnc(N)nc1N,8.0,7.07,7.823333333333333,17019,12773035,CHEMBL1145982
241,ZINC000013525040,Nc1nc(N)c2nc(COC(=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,5.51,5.51,5.51,15662,11052790,CHEMBL1133691
242,ZINC000013525138,NCCC[C@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,7.14,7.14,7.14,10991,2016722,CHEMBL1125675
243,ZINC000013532872,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,6.0,7.19,6.9625,15190,10543874,CHEMBL1132445
244,ZINC000013536239,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.12,6.12,6.12,10991,2016722,CHEMBL1125675
245,ZINC000013586662,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.68,5.66,5.676,30626,16451071,CHEMBL1149399
246,ZINC000013586663,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1,5.68,5.68,5.68,35323,15615522,CHEMBL1149301
247,ZINC000013586782,Nc1nc(N)c2c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,5.05,5.05,5.05,21405,16078850,CHEMBL1141150
248,ZINC000013586819,Nc1nc(N)c2nc(CNc3ccc4c(c3)CN([C@@H](CCC(=O)O)C(=O)O)C4=O)cnc2n1,10.11,10.47,10.29,35339,15615544,CHEMBL1149317
249,ZINC000013586820,Nc1nc(N)c2nc(CNc3ccc4c(c3)CN([C@H](CCC(=O)O)C(=O)O)C4=O)cnc2n1,10.11,10.11,10.11,35339,15615544,CHEMBL1149317
250,ZINC000013586821,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc2c(c1)CN([C@@H](CCC(=O)O)C(=O)O)C2=O,8.68,8.68,8.68,35339,15615544,CHEMBL1149317
251,ZINC000013603570,Nc1nc(N)c2c(CNCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,5.0,5.0,5.0,15564,10956221,CHEMBL1133617
252,ZINC000013603572,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.66,6.35,6.412000000000001,49957,20056546,CHEMBL1159120
253,ZINC000013604299,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCCN)C(=O)O)cc1,9.0,8.6,8.133333333333333,13438,8691451,CHEMBL1129353
254,ZINC000013604301,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CC(F)(F)CN)C(=O)O)cc1,8.89,8.89,8.89,13438,8691451,CHEMBL1129353
255,ZINC000013604303,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CC(F)(F)CN)C(=O)O)cc1,8.89,8.89,8.89,13438,8691451,CHEMBL1129353
256,ZINC000013649856,NCCC[C@H](NC(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.07,5.07,5.07,10991,2016722,CHEMBL1125675
257,ZINC000013649860,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O,7.46,7.46,7.46,10991,2016722,CHEMBL1125675
258,ZINC000013649862,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCCNCC(=O)O)C(=O)O)cc1,7.3,7.3,7.3,10991,2016722,CHEMBL1125675
259,ZINC000013675638,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,6.68,6.68,6.68,35353,16279780,CHEMBL1139472
260,ZINC000013680746,CCc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,30626,16451071,CHEMBL1149399
261,ZINC000013685933,CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(S(C)(=O)=O)cc2)cc1,8.0,8.0,8.0,31336,16854051,CHEMBL1138039
262,ZINC000013685975,Nc1nc(N)c(-c2ccc(NCc3ccc(Cl)cc3)cc2)c(COCc2ccccc2)n1,6.52,6.52,6.52,31336,16854051,CHEMBL1138039
263,ZINC000013726702,Nc1ncc(Cc2cccc(O)c2)c(N)n1,5.48,6.0,5.866666666666667,15190,10543874,CHEMBL1132445
264,ZINC000013726735,CCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.82,6.03,6.9875,15190,10543874,CHEMBL1132445
265,ZINC000013726744,CCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.77,8.01,6.68,15190,10543874,CHEMBL1132445
266,ZINC000013726792,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1CC,6.64,6.64,6.64,9190,3312605,CHEMBL1123638
267,ZINC000013728870,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2Cl)cc1)C(=O)O,6.37,6.37,6.37,10151,2738891,CHEMBL1124621
268,ZINC000013740533,Nc1nc(N)c2c(C#Cc3ccccc3)cccc2n1,7.02,7.02,7.02,13250,7877140,CHEMBL1128249
269,ZINC000013740535,Nc1nc(N)c2c(CCc3ccccc3)cccc2n1,8.54,7.64,8.09,13250,7877140,CHEMBL1128249
270,ZINC000013740536,COc1ccc(OC)c(NCc2cccc3nc(N)nc(N)c23)c1,6.7,7.48,7.09,13250,7877140,CHEMBL1128249
271,ZINC000013740537,COc1ccc(OC)c(N(C)Cc2cccc3nc(N)nc(N)c23)c1,6.6,6.6,6.6,13250,7877140,CHEMBL1128249
272,ZINC000013740538,COc1ccc(OC)c(CCc2cccc3nc(N)nc(N)c23)c1,8.38,7.39,7.885,13250,7877140,CHEMBL1128249
273,ZINC000013740539,COc1ccc(OC)c(C#Cc2cccc3nc(N)nc(N)c23)c1,6.85,6.85,6.85,13250,7877140,CHEMBL1128249
274,ZINC000013740540,COc1cc(NCc2cccc3nc(N)nc(N)c23)cc(OC)c1OC,6.51,6.51,6.51,13250,7877140,CHEMBL1128249
275,ZINC000013740541,COc1cc(N(C)Cc2cccc3nc(N)nc(N)c23)cc(OC)c1OC,7.31,7.31,7.31,13250,7877140,CHEMBL1128249
276,ZINC000013740542,COc1cc(CCc2cccc3nc(N)nc(N)c23)cc(OC)c1OC,8.37,7.14,7.754999999999999,13250,7877140,CHEMBL1128249
277,ZINC000013740543,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cccc2n1,9.27,8.57,8.92,13250,7877140,CHEMBL1128249
278,ZINC000013740726,CC1(C)N=C(N)N=C(N)N1c1cccc(OCC23CC4CC(CC(C4)C2)C3)c1,6.11,6.11,6.11,13279,7699713,CHEMBL1128273
279,ZINC000013743225,Nc1nc(N)c2c(Sc3ccc(OC4CCOCC4)cc3)cccc2n1,6.7,6.7,6.7,13052,7658448,CHEMBL1128547
280,ZINC000013745181,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C[C@H](F)C(=O)O)C(=O)O)cc1,8.87,8.87,8.87,13371,8568827,CHEMBL1129679
281,ZINC000013745183,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C(=O)O)C(F)(F)CC(=O)O)cc1,8.87,8.87,8.87,13371,8568827,CHEMBL1129679
282,ZINC000013745185,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CC(F)(F)C(=O)O)C(=O)O)cc1,5.82,5.82,5.82,13372,8568828,CHEMBL1129301
283,ZINC000013745187,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CC(F)(F)C(=O)O)C(=O)O)cc1,5.82,5.82,5.82,13372,8568828,CHEMBL1129301
284,ZINC000013801424,CCOc1cccc(Cc2cnc(N)nc2N)c1,6.81,8.07,6.7625,15190,10543874,CHEMBL1132445
285,ZINC000013801426,CCCOc1cccc(Cc2cnc(N)nc2N)c1,7.98,6.29,6.695,15190,10543874,CHEMBL1132445
286,ZINC000013801429,CCCCCOc1cccc(Cc2cnc(N)nc2N)c1,5.96,8.15,6.91,15190,10543874,CHEMBL1132445
287,ZINC000013801431,CC(C)Oc1cccc(Cc2cnc(N)nc2N)c1,5.85,8.06,7.0875,15190,10543874,CHEMBL1132445
288,ZINC000013801434,Nc1ncc(Cc2cccc(O[C@@H]3CCCCO3)c2)c(N)n1,7.89,7.03,6.8125,15190,10543874,CHEMBL1132445
289,ZINC000013801436,Nc1ncc(Cc2cccc(O[C@H]3CCCCO3)c2)c(N)n1,7.89,7.03,6.8125,15190,10543874,CHEMBL1132445
290,ZINC000013809640,C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.66,5.66,5.66,15564,10956221,CHEMBL1133617
291,ZINC000013820121,Nc1nc2ncc(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.68,6.68,6.68,10879,1995883,CHEMBL1125239
292,ZINC000013820123,CN(Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)[nH]c(=O)c2c1,6.6,6.6,6.6,10879,1995883,CHEMBL1125239
293,ZINC000013820125,Nc1nc2ncc(N(C=O)Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,5.71,5.71,5.71,10879,1995883,CHEMBL1125239
294,ZINC000013860902,C=C(C[C@H](NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,7.36,8.19,7.775,10739,1992118,CHEMBL1125723
295,ZINC000013860903,C=C(C[C@@H](NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,7.36,8.19,7.775,10739,1992118,CHEMBL1125723
296,ZINC000013860904,C=C(C[C@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,7.06,7.06,7.06,10739,1992118,CHEMBL1125723
297,ZINC000013860905,C=C(C[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,7.06,7.06,7.06,10739,1992118,CHEMBL1125723
298,ZINC000013860906,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C[C@@H](C#N)C(=O)O)C(=O)O)cc1,7.24,7.24,7.24,10739,1992118,CHEMBL1125723
299,ZINC000013860907,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C[C@@H](C#N)C(=O)O)C(=O)O)cc1,7.24,7.24,7.24,10739,1992118,CHEMBL1125723
300,ZINC000013860908,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C(=O)O)[C@@H](O)CC(=O)O)cc1,8.28,8.28,8.28,10743,1992121,CHEMBL1125907
301,ZINC000013860909,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C(=O)O)[C@@H](O)CC(=O)O)cc1,8.28,8.28,8.28,10743,1992121,CHEMBL1125907
302,ZINC000013860910,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@H](C(=O)O)[C@@H](O)CC(=O)O)cc3)cnc2n1,8.23,8.23,8.23,10743,1992121,CHEMBL1125907
303,ZINC000013860911,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@@H](C(=O)O)[C@@H](O)CC(=O)O)cc3)cnc2n1,8.23,8.23,8.23,10743,1992121,CHEMBL1125907
304,ZINC000013860912,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@H](C(=O)O)[C@H](O)CC(=O)O)cc3)cnc2n1,8.23,8.23,8.23,10743,1992121,CHEMBL1125907
305,ZINC000013860913,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@@H](C(=O)O)[C@H](O)CC(=O)O)cc3)cnc2n1,8.23,8.23,8.23,10743,1992121,CHEMBL1125907
306,ZINC000013860914,C=C(C[C@@H](NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.06,8.06,8.06,10743,1992121,CHEMBL1125907
307,ZINC000013860917,CN(Cc1cnc2ncnc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.22,5.22,5.22,10744,1992122,CHEMBL1125867
308,ZINC000013887907,C[C@@H](Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.4,7.4,7.4,10270,2296020,CHEMBL1124936
309,ZINC000014967406,CCc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,7.18,7.18,7.18,36076,17552508,CHEMBL1145401
310,ZINC000014967410,CCc1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12,5.54,5.54,5.54,36076,17552508,CHEMBL1145401
311,ZINC000014967413,CCc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,5.22,5.22,5.22,36076,17552508,CHEMBL1145401
312,ZINC000014967417,CCc1c(Sc2ccc([N+](=O)[O-])cc2)[nH]c2nc(N)nc(N)c12,5.24,5.24,5.24,36076,17552508,CHEMBL1145401
313,ZINC000014967420,CCc1c(Sc2ccc(Br)cc2)[nH]c2nc(N)nc(N)c12,5.57,5.57,5.57,36076,17552508,CHEMBL1145401
314,ZINC000014967431,CCc1c(Sc2ccc(Cl)cc2Cl)[nH]c2nc(N)nc(N)c12,5.85,5.85,5.85,36076,17552508,CHEMBL1145401
315,ZINC000014967435,CCc1c(Sc2ccc(OC)cc2)[nH]c2nc(N)nc(N)c12,5.54,5.54,5.54,36076,17552508,CHEMBL1145401
316,ZINC000014967439,CCc1c(Sc2cc(OC)ccc2OC)[nH]c2nc(N)nc(N)c12,5.24,5.24,5.24,36076,17552508,CHEMBL1145401
317,ZINC000014967451,CCc1c(Sc2cccc3cccnc23)[nH]c2nc(N)nc(N)c12,5.85,5.85,5.85,36076,17552508,CHEMBL1145401
318,ZINC000014968123,COc1cc(CC#Cc2cnc(N)nc2N)cc(OC)c1OC,5.84,5.84,5.84,45337,19007108,CHEMBL1140220
